,funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
6581,21000.0,MN,100000.0,Individual,17.48,Jun-2002,5 years,Finance/HR Manager,699.0,695.0,C,MORTGAGE,67015244,w,488.53,13.99,21000.0,1.0,19.0,0.0,0.0,debt_consolidation,10969.0,37.4,C4, 60 months,Debt consolidation,25.0,Verified,550xx,488.53,11.0,12.0,162.0,45.8,11161.0,13678.0,4.0
2199,25000.0,NH,91500.0,Individual,4.64,Dec-2001,1 year,Project Coordinator II,674.0,670.0,C,OWN,68535629,w,864.8,14.85,25000.0,2.0,12.0,0.0,0.0,debt_consolidation,18890.0,55.7,C5, 36 months,Debt consolidation,16.0,Source Verified,032xx,864.8,7.0,0.0,168.0,61.6,10895.0,20534.0,11.0
2843,11000.0,MD,87000.0,Individual,18.88,Dec-2003,10+ years,Budget Analyst,714.0,710.0,B,RENT,68424909,w,229.26,9.17,11000.0,3.0,22.0,0.0,0.0,debt_consolidation,6373.0,11.6,B2, 60 months,Debt consolidation,43.0,Not Verified,211xx,229.26,8.0,2.0,144.0,10.2,33944.0,3495.0,13.0
3239,1000.0,GA,31999.0,Individual,24.83,Nov-2004,< 1 year,Associate Document Control Specialist,674.0,670.0,D,RENT,68604710,w,35.05,15.77,1000.0,3.0,7.0,0.0,0.0,other,7380.0,92.2,D1, 36 months,Other,16.0,Source Verified,300xx,34.76,3.0,16.0,130.0,92.2,620.0,43706.0,4.0
6088,30000.0,CA,104000.0,Individual,16.04,Feb-1980,4 years,Food  Commodity Manager,664.0,660.0,C,MORTGAGE,67205619,w,1017.19,13.44,30000.0,3.0,7.0,0.0,0.0,debt_consolidation,19668.0,80.6,C3, 36 months,Debt consolidation,27.0,Verified,945xx,1017.12,4.0,4.0,222.0,100.0,2.0,6708.0,4.0
9394,12000.0,VA,60000.0,Individual,15.52,Dec-2006,10+ years,Lead CFESA Master technician,704.0,700.0,B,MORTGAGE,67979092,w,253.55,9.76,12000.0,5.0,13.0,0.0,0.0,debt_consolidation,8103.0,33.5,B3, 60 months,Debt consolidation,19.0,Not Verified,234xx,10703.28,8.0,18.0,108.0,36.8,13010.0,13686.0,4.0
6651,4000.0,TX,45000.0,Individual,19.1,May-1995,10+ years,Assistant Superintendent ,699.0,695.0,B,OWN,68272425,w,126.26,8.49,4000.0,0.0,17.0,0.0,0.0,credit_card,7233.0,9.4,B1, 36 months,Credit card refinancing,45.0,Not Verified,757xx,125.92,7.0,7.0,247.0,12.8,40186.0,2785.0,7.0
1743,20000.0,NY,70000.0,Individual,7.51,Jul-2006,< 1 year,Pcc Journeymen,684.0,680.0,C,RENT,68576042,w,691.84,14.85,20000.0,0.0,4.0,0.0,0.0,home_improvement,2980.0,85.1,C5, 36 months,Home improvement,8.0,Source Verified,112xx,8978.72,3.0,15.0,113.0,97.9,23.0,4877.0,2.0
1810,18000.0,TN,47200.0,Individual,30.99,Nov-1984,< 1 year,Parts-delivery driver,669.0,665.0,B,MORTGAGE,68292341,w,587.43,10.78,18000.0,5.0,20.0,0.0,0.0,credit_card,45064.0,62.2,B4, 36 months,Credit card refinancing,36.0,Not Verified,379xx,587.15,11.0,16.0,373.0,52.4,14750.0,2253.0,3.0
7992,9600.0,AZ,30000.0,Individual,29.24,Oct-2012,2 years,Department Manager,714.0,710.0,B,RENT,67849395,w,308.69,9.76,9600.0,0.0,10.0,0.0,0.0,credit_card,8424.0,39.4,B3, 36 months,Credit card refinancing,14.0,Source Verified,857xx,3271.27,7.0,5.0,38.0,47.3,6268.0,2989.0,6.0
9781,35000.0,CA,220000.0,Individual,13.6,Sep-1995,10+ years,Engineer,734.0,730.0,A,MORTGAGE,67536202,w,1084.87,7.26,35000.0,5.0,10.0,0.0,0.0,credit_card,72294.0,76.5,A4, 36 months,Credit card refinancing,21.0,Source Verified,905xx,26189.76,6.0,39.0,243.0,78.4,46306.0,79383.0,2.0
1227,21825.0,NY,80000.0,Individual,29.35,Jul-1995,10+ years,Branch manager,779.0,775.0,A,MORTGAGE,68375990,w,683.02,7.91,21825.0,2.0,40.0,0.0,0.0,debt_consolidation,28001.0,14.7,A5, 36 months,Debt consolidation,60.0,Not Verified,103xx,1963.79,13.0,9.0,245.0,14.0,149614.0,10714.0,5.0
9691,4500.0,NE,84500.0,Individual,6.93,Dec-1996,10+ years,IT Senior Lead,759.0,755.0,A,OWN,67978926,w,137.39,6.24,4500.0,2.0,3.0,0.0,0.0,major_purchase,10614.0,61.0,A2, 36 months,Major purchase,11.0,Not Verified,685xx,2752.4,2.0,39.0,103.0,61.0,6786.0,6630.0,0.0
8626,15000.0,TX,60000.0,Individual,31.82,Jul-2007,9 years,"IT SERVICES, PREMISES TECHNICIAN",699.0,695.0,C,MORTGAGE,67819256,w,342.68,13.18,15000.0,1.0,11.0,0.0,0.0,debt_consolidation,16678.0,72.8,C3, 60 months,Debt consolidation,15.0,Source Verified,761xx,342.68,5.0,6.0,101.0,99.2,104.0,18839.0,7.0
9286,8000.0,CA,50000.0,Individual,18.77,Mar-2006,6 years,machine operator/ production line worker,679.0,675.0,B,OWN,67666061,w,260.55,10.64,8000.0,0.0,4.0,0.0,0.0,vacation,5298.0,63.8,B4, 36 months,Vacation,12.0,Verified,932xx,260.55,3.0,30.0,117.0,53.5,2931.0,10184.0,1.0
4661,14000.0,CA,55000.0,Individual,17.7,Jan-1988,3 years,QA Supervisor,664.0,660.0,B,RENT,68613246,w,461.54,11.48,14000.0,0.0,11.0,1.0,1.0,credit_card,8896.0,43.0,B5, 36 months,Credit card refinancing,28.0,Not Verified,920xx,13560.55,10.0,1.0,335.0,42.0,3400.0,1599.0,8.0
1880,22000.0,IN,55000.0,Individual,30.03,Mar-1995,10+ years,Plumber,734.0,730.0,D,MORTGAGE,68385042,w,532.32,15.77,22000.0,4.0,14.0,0.0,0.0,debt_consolidation,13882.0,35.7,D1, 60 months,Debt consolidation,37.0,Not Verified,469xx,16765.35,5.0,6.0,249.0,56.4,9164.0,8087.0,6.0
4861,12000.0,NV,33000.0,Individual,15.16,Apr-2010,3 years,retail supervisor,674.0,670.0,E,RENT,68493595,w,317.2,19.89,12000.0,0.0,2.0,0.0,0.0,credit_card,14319.0,85.2,E3, 60 months,Credit card refinancing,5.0,Verified,891xx,12182.62,1.0,30.0,68.0,85.2,2481.0,7160.0,0.0
6009,8000.0,TX,41000.0,Individual,8.17,Jun-2004,,,694.0,690.0,A,MORTGAGE,68132756,f,245.16,6.49,8000.0,2.0,9.0,1.0,1.0,credit_card,9517.0,41.9,A2, 36 months,Credit card refinancing,15.0,Not Verified,750xx,6419.33,4.0,19.0,115.0,66.3,4780.0,19019.0,3.0
7096,24000.0,CA,125000.0,Individual,23.39,Sep-1981,10+ years,Director,689.0,685.0,B,MORTGAGE,68092192,w,783.24,10.78,24000.0,2.0,15.0,0.0,0.0,debt_consolidation,66762.0,70.1,B4, 36 months,Debt consolidation,32.0,Verified,928xx,782.87,9.0,27.0,411.0,78.9,3636.0,20394.0,2.0
172,21000.0,NY,82000.0,Individual,15.07,Sep-1989,10+ years,research scientist,734.0,730.0,C,MORTGAGE,67327688,w,467.03,11.99,21000.0,2.0,18.0,0.0,0.0,debt_consolidation,27092.0,35.0,C1, 60 months,Debt consolidation,34.0,Not Verified,146xx,20052.89,11.0,1.0,315.0,23.3,25465.0,7201.0,13.0
9271,20000.0,IL,100000.0,Individual,2.51,Mar-2002,6 years,Driver,704.0,700.0,A,MORTGAGE,67858933,w,625.72,7.89,20000.0,4.0,9.0,0.0,0.0,credit_card,10590.0,42.2,A5, 36 months,Credit card refinancing,23.0,Not Verified,601xx,625.43,3.0,7.0,165.0,60.3,5159.0,24137.0,4.0
7013,22800.0,PA,120000.0,Individual,15.06,Feb-2005,9 years,Facilities Technician,704.0,700.0,C,OWN,68172131,w,775.61,13.67,22800.0,3.0,18.0,0.0,0.0,debt_consolidation,18445.0,48.7,C4, 36 months,Debt consolidation,24.0,Source Verified,154xx,4172.0,7.0,7.0,130.0,65.7,3091.0,5743.0,5.0
1997,4200.0,TX,68000.0,Individual,18.83,Dec-2003,10+ years,IT Operations Manager,719.0,715.0,B,RENT,68505407,w,133.9,9.17,4200.0,9.0,7.0,0.0,0.0,debt_consolidation,10569.0,88.1,B2, 36 months,Debt consolidation,28.0,Not Verified,765xx,3400.76,2.0,18.0,144.0,88.1,1431.0,25790.0,5.0
8771,7200.0,MN,58000.0,Individual,4.02,Mar-2004,,,779.0,775.0,A,MORTGAGE,68008295,w,216.83,5.32,7200.0,4.0,9.0,0.0,0.0,debt_consolidation,7784.0,18.7,A1, 36 months,Debt consolidation,46.0,Not Verified,553xx,161.56,5.0,16.0,141.0,25.4,20727.0,29783.0,5.0
8960,7000.0,OH,45000.0,Individual,28.4,Jul-1994,,,689.0,685.0,B,OWN,67818422,w,227.98,10.64,7000.0,0.0,10.0,0.0,0.0,home_improvement,5973.0,53.3,B4, 36 months,Home improvement,16.0,Verified,437xx,227.96,3.0,41.0,257.0,68.7,2691.0,4574.0,3.0
3924,7000.0,OR,48000.0,Individual,4.28,Oct-1995,10+ years,Pharmacy Technician,669.0,665.0,B,RENT,68394184,w,220.95,8.49,7000.0,0.0,13.0,1.0,1.0,debt_consolidation,3543.0,11.3,B1, 36 months,Debt consolidation,33.0,Not Verified,972xx,220.56,6.0,2.0,242.0,15.8,15403.0,273.0,9.0
195,16000.0,NY,43000.0,Individual,17.11,Sep-2010,2 years,Nurse,679.0,675.0,C,RENT,68485643,f,553.48,14.85,16000.0,0.0,13.0,0.0,0.0,credit_card,10130.0,51.2,C5, 36 months,Credit card refinancing,16.0,Source Verified,104xx,567.76,8.0,2.0,63.0,64.8,3024.0,1558.0,10.0
6540,15000.0,PA,58000.0,Individual,27.38,Nov-1981,7 years,School Bus Driver/Instructor,714.0,710.0,A,MORTGAGE,68192534,w,469.43,7.91,15000.0,3.0,21.0,0.0,0.0,debt_consolidation,30012.0,38.9,A5, 36 months,Debt consolidation,40.0,Source Verified,166xx,469.14,14.0,2.0,409.0,47.9,19226.0,10934.0,6.0
9008,6000.0,NJ,49850.0,Individual,25.4,Aug-2006,< 1 year,Researcher,729.0,725.0,B,RENT,68050113,f,191.28,9.17,6000.0,0.0,13.0,0.0,0.0,car,16.0,0.1,B2, 36 months,,25.0,Verified,071xx,191.28,2.0,2.0,112.0,0.0,11295.0,3457.0,6.0
6511,18000.0,MD,36000.0,Individual,6.53,Dec-2008,4 years,Manager,669.0,665.0,C,RENT,68132490,w,615.11,13.99,18000.0,0.0,4.0,0.0,0.0,debt_consolidation,7934.0,68.4,C4, 36 months,Debt consolidation,6.0,Verified,208xx,615.11,4.0,11.0,84.0,82.4,1675.0,1984.0,2.0
9827,35000.0,GA,97379.0,Individual,14.44,Jan-1999,10+ years,"Deputy Executive Director, AFS",714.0,710.0,B,MORTGAGE,67918677,w,1102.92,8.38,35000.0,2.0,20.0,0.0,0.0,debt_consolidation,42703.0,37.8,B1, 36 months,Debt consolidation,36.0,Source Verified,300xx,1991.39,10.0,4.0,169.0,42.5,49701.0,9113.0,2.0
4163,30000.0,NJ,87000.0,Individual,29.89,Aug-1996,8 years,Manager,694.0,690.0,B,MORTGAGE,68424034,w,989.0,11.48,30000.0,0.0,23.0,0.0,0.0,debt_consolidation,35690.0,59.2,B5, 36 months,Debt consolidation,39.0,Verified,080xx,856.29,17.0,1.0,232.0,60.1,22871.0,4789.0,5.0
4378,6500.0,CA,40000.0,Individual,9.94,Dec-2007,,,694.0,690.0,A,RENT,68353524,w,203.42,7.91,6500.0,0.0,7.0,0.0,0.0,credit_card,5663.0,40.4,A5, 36 months,Credit card refinancing,8.0,Source Verified,903xx,1201.46,4.0,3.0,96.0,37.8,6224.0,9565.0,6.0
9473,5000.0,NY,15700.0,Individual,33.99,Oct-2005,< 1 year,Student Recruiter,669.0,665.0,C,RENT,67819046,w,172.06,14.48,5000.0,0.0,24.0,0.0,0.0,credit_card,7763.0,100.8,C5, 36 months,Credit card refinancing,37.0,Verified,103xx,171.89,2.0,18.0,109.0,100.8,0.0,19744.0,10.0
1768,9000.0,CA,31980.0,Individual,6.72,Mar-1991,,,669.0,665.0,A,OWN,68475552,w,281.66,7.91,9000.0,0.0,5.0,1.0,1.0,credit_card,8612.0,33.4,A5, 36 months,Credit card refinancing,16.0,Verified,950xx,41.52,3.0,20.0,297.0,33.4,17188.0,2153.0,1.0
7001,28500.0,VA,80000.0,Individual,25.57,Mar-2003,7 years,Vice President,674.0,670.0,E,OWN,68252187,w,763.03,20.5,28500.0,0.0,9.0,0.0,0.0,debt_consolidation,19202.0,50.9,E4, 60 months,Debt consolidation,29.0,Source Verified,221xx,763.03,4.0,10.0,153.0,51.6,17748.0,17554.0,10.0
5753,5000.0,NY,45000.0,Individual,2.93,Oct-1992,10+ years,Center store lead,679.0,675.0,B,RENT,68403114,w,157.82,8.49,5000.0,0.0,5.0,1.0,1.0,debt_consolidation,3121.0,37.6,B1, 36 months,Debt consolidation,12.0,Not Verified,123xx,1239.33,3.0,12.0,278.0,63.3,1466.0,624.0,1.0
6030,24000.0,IL,80000.0,Individual,9.24,Jan-2003,1 year,Maintenance Mechanic,734.0,730.0,A,RENT,68202716,f,746.44,7.49,24000.0,1.0,12.0,0.0,0.0,debt_consolidation,10849.0,26.1,A4, 36 months,Debt consolidation,25.0,Not Verified,604xx,761.65,2.0,3.0,155.0,19.2,16070.0,2451.0,4.0
4162,21000.0,NV,120000.0,Individual,3.3,Nov-2001,10+ years,Sergeant,674.0,670.0,B,MORTGAGE,67398322,w,662.83,8.49,21000.0,6.0,4.0,0.0,0.0,credit_card,14333.0,31.4,B1, 36 months,Credit card refinancing,26.0,Not Verified,891xx,7070.08,2.0,1.0,150.0,37.7,23667.0,60291.0,1.0
2801,15000.0,VA,75000.0,Individual,14.97,Aug-1998,8 years,Practice Manager,674.0,670.0,E,MORTGAGE,68394966,w,568.83,21.48,15000.0,3.0,14.0,2.0,1.0,small_business,4112.0,30.2,E5, 36 months,Business,44.0,Source Verified,230xx,568.83,3.0,0.0,208.0,34.4,4001.0,29486.0,10.0
7745,10000.0,NY,53000.0,Individual,28.08,Feb-2006,3 years,Teacher ,664.0,660.0,C,RENT,67929740,w,334.97,12.59,10000.0,0.0,22.0,0.0,0.0,debt_consolidation,7473.0,77.8,C2, 36 months,Debt consolidation,49.0,Source Verified,119xx,5279.45,6.0,5.0,117.0,74.5,1990.0,6671.0,6.0
5827,14400.0,CA,40000.0,Individual,36.93,Sep-2000,1 year,Lobby Attendant,674.0,670.0,D,RENT,68202842,w,504.63,15.77,14400.0,0.0,9.0,1.0,1.0,debt_consolidation,15075.0,76.5,D1, 36 months,Debt consolidation,25.0,Not Verified,948xx,7361.04,5.0,32.0,183.0,83.4,1575.0,3232.0,2.0
6637,10000.0,FL,62000.0,Individual,18.99,Jul-1989,10+ years,teacher,684.0,680.0,C,RENT,68292435,w,332.1,11.99,10000.0,1.0,11.0,1.0,1.0,debt_consolidation,6563.0,35.9,C1, 36 months,Debt consolidation,22.0,Verified,334xx,7683.14,3.0,7.0,145.0,55.2,5149.0,3622.0,7.0
8989,12000.0,CA,110000.0,Individual,9.78,Mar-2006,10+ years,Artistic Director,684.0,680.0,B,MORTGAGE,67998536,w,378.15,8.38,12000.0,3.0,12.0,1.0,1.0,debt_consolidation,8801.0,48.1,B1, 36 months,Debt consolidation,18.0,Not Verified,920xx,9032.9,8.0,5.0,97.0,49.6,4231.0,34645.0,3.0
9853,20000.0,SC,50000.0,Individual,14.04,Jun-1991,10+ years,Owner,709.0,705.0,A,OWN,67908601,w,619.93,7.26,20000.0,0.0,11.0,0.0,0.0,debt_consolidation,24127.0,50.8,A4, 36 months,Debt consolidation,13.0,Verified,297xx,619.62,5.0,4.0,294.0,60.4,15739.0,2681.0,2.0
5488,24000.0,TX,83000.0,Individual,39.88,Sep-1992,8 years,Probation Officer,669.0,665.0,D,MORTGAGE,68443228,w,580.71,15.77,24000.0,11.0,16.0,0.0,0.0,debt_consolidation,10417.0,29.0,D1, 60 months,Debt consolidation,55.0,Verified,782xx,21932.13,10.0,2.0,279.0,40.0,6956.0,22829.0,10.0
4689,20000.0,NJ,125000.0,Individual,11.42,Sep-2006,6 years,District Support,734.0,730.0,C,RENT,68403710,w,444.79,11.99,20000.0,0.0,20.0,0.0,0.0,car,11541.0,20.6,C1, 60 months,Car financing,26.0,Not Verified,070xx,444.79,10.0,6.0,111.0,25.4,21863.0,1470.0,8.0
3805,27000.0,TX,127000.0,Individual,18.85,Oct-2005,6 years,Oil Trader,669.0,665.0,C,MORTGAGE,68444174,w,933.99,14.85,27000.0,2.0,19.0,0.0,0.0,small_business,47729.0,86.3,C5, 36 months,Business,40.0,Source Verified,773xx,22.46,8.0,5.0,94.0,99.8,78.0,19792.0,7.0
1913,1500.0,NY,72000.0,Individual,12.15,Dec-2000,10+ years,Professor,744.0,740.0,A,RENT,68395599,w,46.95,7.91,1500.0,1.0,6.0,0.0,0.0,other,200.0,2.9,A5, 36 months,Other,30.0,Not Verified,145xx,46.64,1.0,4.0,130.0,,,146443.0,2.0
4409,20000.0,GA,60000.0,Individual,26.23,Jan-1984,,,709.0,705.0,A,MORTGAGE,68573990,w,602.3,5.32,20000.0,1.0,15.0,0.0,0.0,credit_card,29701.0,29.9,A1, 36 months,Credit card refinancing,23.0,Not Verified,300xx,32.33,10.0,0.0,383.0,21.4,66040.0,5089.0,6.0
7192,19900.0,FL,64000.0,Individual,28.05,Jul-1995,10+ years,Flight Attendant,694.0,690.0,E,MORTGAGE,67287754,w,543.75,21.48,19900.0,1.0,10.0,1.0,0.0,debt_consolidation,10629.0,46.8,E5, 60 months,Debt consolidation,16.0,Source Verified,347xx,15876.6,7.0,13.0,245.0,,,20648.0,5.0
1065,18000.0,CA,86000.0,Individual,31.23,Apr-2003,10+ years,Teacher,759.0,755.0,B,RENT,68386150,w,593.4,11.48,18000.0,0.0,25.0,0.0,0.0,medical,10053.0,18.9,B5, 36 months,Medical expenses,48.0,Not Verified,921xx,593.4,5.0,5.0,152.0,28.1,25172.0,4657.0,16.0
113,15000.0,OR,92000.0,Individual,13.89,Nov-2001,3 years,Electronic Branch Manager,684.0,680.0,B,MORTGAGE,68416935,w,482.61,9.8,15000.0,6.0,7.0,2.0,1.0,debt_consolidation,12703.0,35.2,B3, 36 months,Debt consolidation,31.0,Not Verified,973xx,14450.25,3.0,12.0,169.0,35.2,23397.0,44714.0,5.0
524,10000.0,OR,72000.0,Individual,16.42,Jun-2010,8 years,Product Manager,694.0,690.0,A,RENT,68376649,w,301.15,5.32,10000.0,0.0,13.0,0.0,0.0,debt_consolidation,31789.0,59.5,A1, 36 months,Debt consolidation,14.0,Source Verified,972xx,191.23,6.0,5.0,66.0,59.5,21611.0,11390.0,6.0
7697,11000.0,TX,90000.0,Individual,15.44,May-2003,< 1 year,Attorney,704.0,700.0,A,MORTGAGE,67880018,w,344.15,7.89,11000.0,1.0,8.0,0.0,0.0,other,11944.0,77.6,A5, 36 months,Other,25.0,Source Verified,752xx,343.83,3.0,113.0,151.0,77.6,3456.0,45375.0,2.0
3978,18675.0,GA,55000.0,Individual,30.98,Nov-1996,10+ years,Owner/Operater,804.0,800.0,B,MORTGAGE,67735278,w,589.44,8.49,18675.0,3.0,9.0,0.0,0.0,debt_consolidation,4650.0,12.0,B1, 36 months,Debt consolidation,26.0,Not Verified,302xx,13613.06,3.0,8.0,229.0,14.0,25807.0,16874.0,4.0
4885,16125.0,TX,34800.0,Individual,10.24,Feb-2001,2 years,Customer Service Rep III,724.0,720.0,D,RENT,68423295,w,565.08,15.77,16125.0,0.0,7.0,0.0,0.0,debt_consolidation,9530.0,32.5,D1, 36 months,Debt consolidation,23.0,Not Verified,750xx,4570.11,5.0,0.0,178.0,36.2,16770.0,1361.0,2.0
1611,32000.0,MD,108000.0,Individual,25.63,Aug-1993,10+ years,Human Resources,674.0,670.0,C,MORTGAGE,68565542,w,1076.36,12.88,32000.0,6.0,21.0,0.0,0.0,credit_card,57607.0,68.5,C2, 36 months,Credit card refinancing,44.0,Verified,210xx,17857.77,15.0,2.0,268.0,97.1,865.0,23416.0,6.0
1772,18400.0,OR,75000.0,Individual,22.93,Feb-1987,10+ years,Plant Manager,679.0,675.0,D,MORTGAGE,68405955,w,644.81,15.77,18400.0,4.0,13.0,0.0,0.0,debt_consolidation,16270.0,65.9,D1, 36 months,Debt consolidation,30.0,Verified,970xx,15399.31,7.0,1.0,346.0,74.9,4344.0,22455.0,6.0
1206,30000.0,NY,89775.0,Individual,21.44,Feb-1983,10+ years,Teacher,664.0,660.0,B,MORTGAGE,68615829,w,979.04,10.78,30000.0,0.0,22.0,0.0,0.0,credit_card,51919.0,63.8,B4, 36 months,Credit card refinancing,32.0,Source Verified,112xx,14735.52,11.0,5.0,394.0,69.8,16274.0,3037.0,8.0
3876,14500.0,MI,33000.0,Individual,16.23,Aug-2009,,,714.0,710.0,E,OWN,68483343,w,396.2,21.48,14500.0,1.0,20.0,0.0,0.0,credit_card,18129.0,36.3,E5, 60 months,Credit card refinancing,25.0,Not Verified,480xx,7625.76,7.0,1.0,60.0,53.7,14021.0,4032.0,11.0
3483,4500.0,KS,68200.0,Individual,18.13,Jan-2003,4 years,HR Coordinator,694.0,690.0,D,RENT,68424537,w,157.7,15.77,4500.0,0.0,23.0,1.0,1.0,debt_consolidation,9038.0,37.2,D1, 36 months,Debt consolidation,49.0,Not Verified,660xx,166.49,8.0,2.0,112.0,48.5,3453.0,9528.0,7.0
4855,8000.0,PA,115000.0,Individual,15.69,Jan-2007,8 years,Police Officer,669.0,665.0,C,OWN,68523173,w,269.09,12.88,8000.0,0.0,11.0,0.0,0.0,home_improvement,6300.0,49.2,C2, 36 months,Home improvement,15.0,Source Verified,191xx,269.09,5.0,1.0,25.0,20.4,6208.0,5802.0,10.0
6628,6200.0,DC,66000.0,Individual,10.91,Oct-2001,< 1 year,Research Manager,719.0,715.0,A,RENT,67968141,f,190.0,6.49,6200.0,0.0,5.0,0.0,0.0,debt_consolidation,9634.0,37.2,A2, 36 months,Debt consolidation,14.0,Not Verified,200xx,189.83,3.0,16.0,170.0,39.5,14766.0,15500.0,2.0
543,35000.0,NY,130000.0,Individual,19.75,May-1997,10+ years,manager,714.0,710.0,C,RENT,68587201,w,1162.34,11.99,35000.0,0.0,15.0,0.0,0.0,debt_consolidation,41206.0,62.5,C1, 36 months,Debt consolidation,20.0,Source Verified,112xx,24964.77,7.0,7.0,223.0,63.0,24194.0,3958.0,9.0
1786,15000.0,OH,60000.0,Individual,24.68,Nov-1994,10+ years,owner,724.0,720.0,A,MORTGAGE,68615525,w,463.09,6.99,15000.0,2.0,28.0,0.0,0.0,home_improvement,30670.0,50.2,A3, 36 months,Home improvement,39.0,Not Verified,434xx,463.01,19.0,22.0,253.0,70.9,9588.0,8768.0,1.0
128,14400.0,NY,73320.0,Individual,17.02,Nov-2006,3 years,GS12,664.0,660.0,E,RENT,68376942,w,377.36,19.48,14400.0,0.0,9.0,0.0,0.0,debt_consolidation,12105.0,96.8,E2, 60 months,Debt consolidation,19.0,Source Verified,136xx,377.36,6.0,4.0,109.0,101.7,0.0,4766.0,6.0
3344,20000.0,MA,50000.0,Individual,26.81,Nov-1989,,,689.0,685.0,B,OWN,68172638,w,631.26,8.49,20000.0,4.0,14.0,0.0,0.0,debt_consolidation,15893.0,75.3,B1, 36 months,Debt consolidation,25.0,Not Verified,010xx,631.18,5.0,22.0,313.0,96.0,612.0,15565.0,1.0
6680,19200.0,CA,60000.0,Individual,16.58,Dec-2003,8 years,Realtor,669.0,665.0,G,OWN,67575150,w,597.7,27.99,19200.0,0.0,26.0,0.0,0.0,debt_consolidation,23184.0,71.1,G3, 60 months,Debt consolidation,32.0,Source Verified,902xx,597.7,12.0,4.0,144.0,87.1,3162.0,4219.0,8.0
6522,10000.0,CA,40000.0,Individual,9.12,Sep-2004,< 1 year,driver,669.0,665.0,C,RENT,68292474,w,332.1,11.99,10000.0,0.0,8.0,1.0,1.0,car,13253.0,52.2,C1, 36 months,Car financing,17.0,Source Verified,900xx,332.1,4.0,6.0,135.0,55.5,10647.0,1657.0,5.0
6660,3000.0,NC,60000.0,Individual,16.94,Jun-2008,5 years,driver,709.0,705.0,C,RENT,68162538,w,100.91,12.88,3000.0,0.0,4.0,0.0,0.0,other,4447.0,44.9,C2, 36 months,Other,6.0,Source Verified,273xx,1914.71,3.0,14.0,90.0,99.8,1.0,10099.0,2.0
816,24000.0,GA,127000.0,Individual,12.07,Aug-1987,10+ years,Manager,714.0,710.0,A,MORTGAGE,67329305,w,740.95,6.99,24000.0,6.0,11.0,0.0,0.0,home_improvement,21112.0,38.3,A3, 36 months,Home improvement,56.0,Not Verified,300xx,12041.94,5.0,1.0,340.0,41.1,19442.0,25998.0,12.0
1180,17000.0,MN,70000.0,Individual,17.21,Jul-2003,9 years,Network admin,709.0,705.0,B,OWN,68576598,w,373.71,11.48,17000.0,1.0,10.0,0.0,0.0,credit_card,27526.0,92.4,B5, 60 months,Credit card refinancing,29.0,Not Verified,560xx,13505.56,8.0,43.0,149.0,99.2,123.0,14955.0,1.0
3829,7900.0,MO,30000.0,Individual,10.73,Sep-1999,8 years,Reception ,729.0,725.0,C,MORTGAGE,68483592,w,262.36,11.99,7900.0,0.0,15.0,0.0,0.0,debt_consolidation,6403.0,21.3,C1, 36 months,Debt consolidation,20.0,Source Verified,637xx,7606.57,9.0,6.0,195.0,34.2,11780.0,4132.0,8.0
7766,30000.0,ME,63000.0,Individual,8.02,Sep-2003,2 years,Table Games Shift Manager,759.0,755.0,B,RENT,67949731,w,633.88,9.76,30000.0,5.0,6.0,0.0,0.0,credit_card,33500.0,31.5,B3, 60 months,Credit card refinancing,26.0,Source Verified,042xx,633.88,4.0,3.0,147.0,31.8,23515.0,31587.0,2.0
583,15000.0,NJ,45500.0,Individual,30.95,Jul-1998,2 years,Book Keeper,704.0,700.0,D,RENT,68425480,w,380.66,17.97,15000.0,0.0,13.0,0.0,0.0,debt_consolidation,13021.0,37.0,D4, 60 months,Debt consolidation,50.0,Verified,071xx,380.66,6.0,1.0,209.0,38.9,17059.0,2953.0,18.0
23,5000.0,MD,79000.0,Individual,12.7,Oct-2011,2 years,General Manager,669.0,665.0,C,RENT,68436666,w,169.54,13.44,5000.0,0.0,3.0,0.0,0.0,credit_card,9441.0,101.5,C3, 36 months,Credit card refinancing,5.0,Verified,214xx,169.17,2.0,32.0,36.0,101.4,0.0,11884.0,1.0
6791,8000.0,WI,65000.0,Individual,20.51,May-2005,1 year,Brokerage Operations Manager,694.0,690.0,A,MORTGAGE,68162210,w,245.16,6.49,8000.0,3.0,10.0,0.0,0.0,credit_card,11579.0,82.7,A2, 36 months,Credit card refinancing,33.0,Source Verified,543xx,3557.99,2.0,34.0,127.0,82.7,2421.0,26702.0,2.0
9264,11000.0,TX,100000.0,Individual,11.29,Apr-2001,2 years,Network Engineer,709.0,705.0,D,MORTGAGE,67828934,f,278.5,17.86,11000.0,1.0,5.0,0.0,0.0,home_improvement,21641.0,90.9,D5, 60 months,Home improvement,22.0,Source Verified,770xx,278.5,2.0,1.0,176.0,101.2,0.0,52901.0,5.0
